cellid,donor_sex_label,region_label,subclass_label,class_label,layer_label
961,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
962,M,VIS,Oligo,Non-Neuronal,other
963,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
964,F,VIS,L2/3 IT CTX,Glutamatergic,L2/3
965,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
966,M,VIS,L6 IT CTX,Glutamatergic,L6
967,M,ENT,L5/6 IT TPE-ENT,Glutamatergic,L5/6
968,M,VIS,L6 CT CTX,Glutamatergic,L6
969,F,RSP,L2/3 IT CTX,Glutamatergic,L2/3
970,M,RSP,L4/5 IT CTX,Glutamatergic,L4/5
971,M,VIS,L5 PT CTX,Glutamatergic,L5
972,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
973,M,VIS,L6 CT CTX,Glutamatergic,L6
974,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
975,M,VIS,L6 IT CTX,Glutamatergic,L6
976,F,VIS,L6 IT CTX,Glutamatergic,L6
977,M,RSP,L4/5 IT CTX,Glutamatergic,L4/5
978,F,RSP,L5/6 NP CTX,Glutamatergic,L5/6
979,M,VIS,L6 IT CTX,Glutamatergic,L6
980,F,VIS,L2/3 IT CTX,Glutamatergic,L2/3
981,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
982,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
983,M,VIS,L5 PT CTX,Glutamatergic,L5
984,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
985,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
986,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
987,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
988,M,VIS,Pvalb,GABAergic,other
989,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
990,M,RSP,L6 CT CTX,Glutamatergic,L6
991,M,RSP,Lamp5,GABAergic,other
992,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
993,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
994,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
995,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
996,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
997,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
998,F,RSP,L2/3 IT PPP,Glutamatergic,L2/3
999,M,VIS,L6 IT CTX,Glutamatergic,L6
1000,F,ENT,L6b/CT ENT,Glutamatergic,L6
1001,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1002,M,RSP,L4/5 IT CTX,Glutamatergic,L4/5
1003,M,VIS,L5/6 IT TPE-ENT,Glutamatergic,L5/6
1004,F,ENT,L6b/CT ENT,Glutamatergic,L6
1005,M,VIS,L6 CT CTX,Glutamatergic,L6
1006,M,RSP,L2/3 IT CTX,Glutamatergic,L2/3
1007,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1008,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1009,M,VIS,Pvalb,GABAergic,other
1010,F,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1011,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1012,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1013,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1014,M,VIS,L6 IT CTX,Glutamatergic,L6
1015,F,RSP,L4/5 IT CTX,Glutamatergic,L4/5
1016,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1017,M,VIS,L6 CT CTX,Glutamatergic,L6
1018,M,RSP,L4/5 IT CTX,Glutamatergic,L4/5
1019,F,ENT,L5/6 IT TPE-ENT,Glutamatergic,L5/6
1020,F,RSP,L2/3 IT CTX,Glutamatergic,L2/3
1021,M,RSP,L6 CT CTX,Glutamatergic,L6
1022,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1023,M,VIS,L6 CT CTX,Glutamatergic,L6
1024,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1025,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1026,M,VIS,Pvalb,GABAergic,other
1027,F,VIS,Vip,GABAergic,other
1028,M,VIS,L6 CT CTX,Glutamatergic,L6
1029,M,VIS,L6 CT CTX,Glutamatergic,L6
1030,M,VIS,L5/6 NP CTX,Glutamatergic,L5/6
1031,M,VIS,L6 IT CTX,Glutamatergic,L6
1032,M,VIS,L6 IT CTX,Glutamatergic,L6
1033,M,VIS,Pvalb,GABAergic,other
1034,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1035,M,VIS,Sst,GABAergic,other
1036,F,ENT,L6b/CT ENT,Glutamatergic,L6
1037,M,RSP,L2/3 IT CTX,Glutamatergic,L2/3
1038,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1039,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1040,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1041,M,ENT,L3 IT ENT,Glutamatergic,L3
1042,M,ENT,L3 IT ENT,Glutamatergic,L3
1043,F,ENT,Lamp5,GABAergic,other
1044,M,RSP,L2/3 IT CTX,Glutamatergic,L2/3
1045,M,VIS,L6 IT CTX,Glutamatergic,L6
1046,F,VIS,L6 IT CTX,Glutamatergic,L6
1047,M,VIS,L5 PT CTX,Glutamatergic,L5
1048,F,ENT,L6b/CT ENT,Glutamatergic,L6
1049,F,VIS,L6 IT CTX,Glutamatergic,L6
1050,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1051,M,VIS,L6 IT CTX,Glutamatergic,L6
1052,M,RSP,L4 RSP-ACA,Glutamatergic,L4
1053,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1054,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1055,F,ENT,Sst,GABAergic,other
1056,F,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1057,M,VIS,L6 IT CTX,Glutamatergic,L6
1058,F,ENT,L6b CTX,Glutamatergic,L6
1059,M,VIS,Vip,GABAergic,other
1060,M,RSP,L2/3 IT CTX,Glutamatergic,L2/3
1061,F,RSP,L6 IT CTX,Glutamatergic,L6
1062,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1063,M,RSP,L6 CT CTX,Glutamatergic,L6
1064,F,RSP,L5/6 NP CTX,Glutamatergic,L5/6
1065,M,RSP,L2/3 IT CTX,Glutamatergic,L2/3
1066,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1067,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1068,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1069,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1070,M,RSP,L5/6 NP CTX,Glutamatergic,L5/6
1071,M,ENT,L6b/CT ENT,Glutamatergic,L6
1072,M,VIS,Sst,GABAergic,other
1073,F,VIS,Car3,Glutamatergic,other
1074,M,VIS,L5 IT CTX,Glutamatergic,L5
1075,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1076,M,VIS,Sst,GABAergic,other
1077,M,RSP,L6 CT CTX,Glutamatergic,L6
1078,M,VIS,L5 IT CTX,Glutamatergic,L5
1079,F,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1080,M,ENT,L2 IT ENTl,Glutamatergic,L2
1081,M,VIS,L5 IT CTX,Glutamatergic,L5
1082,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1083,M,RSP,L6b CTX,Glutamatergic,L6
1084,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1085,M,RSP,Lamp5,GABAergic,other
1086,M,VIS,L5 PT CTX,Glutamatergic,L5
1087,F,RSP,L4 RSP-ACA,Glutamatergic,L4
1088,M,RSP,L2/3 IT CTX,Glutamatergic,L2/3
1089,F,ENT,L3 IT ENT,Glutamatergic,L3
1090,M,VIS,L6 IT CTX,Glutamatergic,L6
1091,M,ENT,Sst,GABAergic,other
1092,F,VIS,L5 IT CTX,Glutamatergic,L5
1093,M,VIS,L6 CT CTX,Glutamatergic,L6
1094,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1095,M,RSP,L4 RSP-ACA,Glutamatergic,L4
1096,M,VIS,L6b CTX,Glutamatergic,L6
1097,M,RSP,L6 CT CTX,Glutamatergic,L6
1098,F,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1099,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1100,M,VIS,Sst,GABAergic,other
1101,M,RSP,L2/3 IT CTX,Glutamatergic,L2/3
1102,M,RSP,Lamp5,GABAergic,other
1103,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1104,M,RSP,L2/3 IT CTX,Glutamatergic,L2/3
1105,F,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1106,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1107,M,VIS,Vip,GABAergic,other
1108,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1109,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1110,M,VIS,L6 CT CTX,Glutamatergic,L6
1111,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1112,F,VIS,Vip,GABAergic,other
1113,M,RSP,L5 PT CTX,Glutamatergic,L5
1114,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1115,F,ENT,Lamp5,GABAergic,other
1116,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1117,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1118,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1119,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1120,F,VIS,L5/6 NP CTX,Glutamatergic,L5/6
1121,M,RSP,L5 PT CTX,Glutamatergic,L5
1122,F,RSP,Endo,Non-Neuronal,other
1123,M,VIS,Lamp5,GABAergic,other
1124,M,VIS,L5 IT CTX,Glutamatergic,L5
1125,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1126,M,VIS,L5 PT CTX,Glutamatergic,L5
1127,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1128,M,ENT,L6b/CT ENT,Glutamatergic,L6
1129,F,VIS,L5 IT CTX,Glutamatergic,L5
1130,F,VIS,Vip,GABAergic,other
1131,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1132,M,VIS,Sncg,GABAergic,other
1133,M,RSP,L6 CT CTX,Glutamatergic,L6
1134,M,VIS,L5 IT CTX,Glutamatergic,L5
1135,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1136,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1137,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1138,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1139,F,ENT,L6b CTX,Glutamatergic,L6
1140,M,RSP,L4/5 IT CTX,Glutamatergic,L4/5
1141,F,RSP,L2/3 IT CTX,Glutamatergic,L2/3
1142,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1143,M,VIS,L6 CT CTX,Glutamatergic,L6
1144,M,RSP,L5 IT CTX,Glutamatergic,L5
1145,F,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1146,F,ENT,L6b CTX,Glutamatergic,L6
1147,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1148,F,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1149,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1150,M,ENT,Pvalb,GABAergic,other
1151,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1152,M,RSP,L2/3 IT CTX,Glutamatergic,L2/3
1153,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1154,F,ENT,L3 IT ENT,Glutamatergic,L3
1155,F,ENT,L2 IT ENTl,Glutamatergic,L2
1156,M,VIS,Sncg,GABAergic,other
1157,M,VIS,L5 IT CTX,Glutamatergic,L5
1158,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1159,F,VIS,L5 IT CTX,Glutamatergic,L5
1160,M,VIS,L6 CT CTX,Glutamatergic,L6
1161,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1162,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1163,M,VIS,L6 CT CTX,Glutamatergic,L6
1164,M,VIS,Sst,GABAergic,other
1165,M,VIS,L6 CT CTX,Glutamatergic,L6
1166,F,RSP,L2/3 IT CTX,Glutamatergic,L2/3
1167,F,RSP,L2/3 IT CTX,Glutamatergic,L2/3
1168,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1169,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1170,F,ENT,L6b/CT ENT,Glutamatergic,L6
1171,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1172,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1173,M,VIS,L5/6 NP CTX,Glutamatergic,L5/6
1174,M,ENT,Endo,Non-Neuronal,other
1175,F,ENT,L2/3 IT ENTl,Glutamatergic,L2/3
1176,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1177,M,RSP,L4/5 IT CTX,Glutamatergic,L4/5
1178,M,VIS,L5 IT CTX,Glutamatergic,L5
1179,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1180,F,RSP,L2/3 IT CTX,Glutamatergic,L2/3
1181,M,RSP,L4 RSP-ACA,Glutamatergic,L4
1182,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1183,M,ENT,L3 IT ENT,Glutamatergic,L3
1184,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1185,M,VIS,Vip,GABAergic,other
1186,F,RSP,L4/5 IT CTX,Glutamatergic,L4/5
1187,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1188,M,RSP,L4 RSP-ACA,Glutamatergic,L4
1189,M,ENT,L2/3 IT ENTl,Glutamatergic,L2/3
1190,F,ENT,L6b/CT ENT,Glutamatergic,L6
1191,M,ENT,L6b/CT ENT,Glutamatergic,L6
1192,M,ENT,L3 IT ENT,Glutamatergic,L3
1193,F,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1194,M,ENT,L6b/CT ENT,Glutamatergic,L6
1195,M,RSP,Sncg,GABAergic,other
1196,M,RSP,L2/3 IT CTX,Glutamatergic,L2/3
1197,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1198,M,ENT,L5/6 IT TPE-ENT,Glutamatergic,L5/6
1199,F,ENT,L2/3 IT ENTl,Glutamatergic,L2/3
1200,M,RSP,L4/5 IT CTX,Glutamatergic,L4/5
1201,M,VIS,L6 CT CTX,Glutamatergic,L6
1202,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1203,F,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1204,M,ENT,L6b/CT ENT,Glutamatergic,L6
1205,M,VIS,L5 PT CTX,Glutamatergic,L5
1206,M,VIS,L6 IT CTX,Glutamatergic,L6
1207,M,ENT,L2 IT ENTm,Glutamatergic,L2
1208,M,RSP,L2/3 IT CTX,Glutamatergic,L2/3
1209,F,ENT,L6b/CT ENT,Glutamatergic,L6
1210,M,ENT,Sst,GABAergic,other
1211,F,ENT,L2/3 IT ENTl,Glutamatergic,L2/3
1212,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1213,M,VIS,Lamp5,GABAergic,other
1214,M,VIS,L6 CT CTX,Glutamatergic,L6
1215,F,ENT,Pvalb,GABAergic,other
1216,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1217,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1218,M,VIS,L6 CT CTX,Glutamatergic,L6
1219,F,RSP,L2/3 IT CTX,Glutamatergic,L2/3
1220,M,ENT,L2/3 IT ENTl,Glutamatergic,L2/3
1221,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1222,F,VIS,L5 PT CTX,Glutamatergic,L5
1223,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1224,F,RSP,L4 RSP-ACA,Glutamatergic,L4
1225,M,RSP,L4/5 IT CTX,Glutamatergic,L4/5
1226,F,VIS,Endo,Non-Neuronal,other
1227,M,RSP,L5/6 NP CTX,Glutamatergic,L5/6
1228,M,VIS,L2/3 IT PPP,Glutamatergic,L2/3
1229,M,VIS,L6 CT CTX,Glutamatergic,L6
1230,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1231,F,ENT,L6b/CT ENT,Glutamatergic,L6
1232,M,VIS,Lamp5,GABAergic,other
1233,M,VIS,L6 IT CTX,Glutamatergic,L6
1234,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1235,M,RSP,L5 PT CTX,Glutamatergic,L5
1236,M,VIS,Vip,GABAergic,other
1237,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1238,M,VIS,L6 CT CTX,Glutamatergic,L6
1239,M,VIS,Sncg,GABAergic,other
1240,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1241,M,VIS,Sst,GABAergic,other
1242,F,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1243,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1244,M,VIS,L5 IT CTX,Glutamatergic,L5
1245,M,VIS,L6 IT CTX,Glutamatergic,L6
1246,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1247,F,RSP,L6 CT CTX,Glutamatergic,L6
1248,M,VIS,Pvalb,GABAergic,other
1249,M,ENT,Car3,Glutamatergic,other
1250,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1251,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1252,M,RSP,Lamp5,GABAergic,other
1253,F,VIS,L6 IT CTX,Glutamatergic,L6
1254,F,VIS,Pvalb,GABAergic,other
1255,M,ENT,L5/6 IT TPE-ENT,Glutamatergic,L5/6
1256,M,ENT,L3 IT ENT,Glutamatergic,L3
1257,F,VIS,Astro,Non-Neuronal,other
1258,F,ENT,L3 IT ENT,Glutamatergic,L3
1259,M,VIS,Pvalb,GABAergic,other
1260,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1261,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1262,M,RSP,L2/3 IT CTX,Glutamatergic,L2/3
1263,M,VIS,L6 IT CTX,Glutamatergic,L6
1264,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1265,M,VIS,Astro,Non-Neuronal,other
1266,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1267,F,RSP,L4 RSP-ACA,Glutamatergic,L4
1268,M,ENT,Lamp5,GABAergic,other
1269,M,VIS,Vip,GABAergic,other
1270,M,RSP,L2/3 IT CTX,Glutamatergic,L2/3
1271,F,ENT,Lamp5,GABAergic,other
1272,M,ENT,L3 IT ENT,Glutamatergic,L3
1273,M,VIS,L6 CT CTX,Glutamatergic,L6
1274,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1275,M,ENT,L3 IT ENT,Glutamatergic,L3
1276,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1277,M,RSP,L6 CT CTX,Glutamatergic,L6
1278,M,RSP,L2/3 IT CTX,Glutamatergic,L2/3
1279,M,ENT,L2 IT ENTm,Glutamatergic,L2
1280,F,ENT,L6b/CT ENT,Glutamatergic,L6
1281,F,ENT,L6b/CT ENT,Glutamatergic,L6
1282,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1283,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1284,M,VIS,L6 CT CTX,Glutamatergic,L6
1285,M,ENT,Sst,GABAergic,other
1286,M,VIS,L5 IT CTX,Glutamatergic,L5
1287,M,RSP,L4 RSP-ACA,Glutamatergic,L4
1288,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1289,M,VIS,L6 CT CTX,Glutamatergic,L6
1290,F,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1291,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1292,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1293,F,RSP,Sncg,GABAergic,other
1294,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1295,M,RSP,Vip,GABAergic,other
1296,M,VIS,L5 PT CTX,Glutamatergic,L5
1297,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1298,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1299,F,ENT,L2 IT ENTl,Glutamatergic,L2
1300,M,VIS,L5 IT CTX,Glutamatergic,L5
1301,M,VIS,Oligo,Non-Neuronal,other
1302,F,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1303,F,VIS,Lamp5,GABAergic,other
1304,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1305,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1306,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1307,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1308,M,VIS,L6 CT CTX,Glutamatergic,L6
1309,M,VIS,Lamp5,GABAergic,other
1310,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1311,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1312,F,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1313,F,VIS,Lamp5,GABAergic,other
1314,M,RSP,L2/3 IT CTX,Glutamatergic,L2/3
1315,M,ENT,L6 IT CTX,Glutamatergic,L6
1316,M,RSP,Lamp5,GABAergic,other
1317,M,VIS,L6 IT CTX,Glutamatergic,L6
1318,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1319,M,VIS,L6 IT CTX,Glutamatergic,L6
1320,F,RSP,L4/5 IT CTX,Glutamatergic,L4/5
1321,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1322,F,ENT,L3 IT ENT,Glutamatergic,L3
1323,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1324,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1325,M,VIS,L6 IT CTX,Glutamatergic,L6
1326,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1327,M,VIS,L6 IT CTX,Glutamatergic,L6
1328,F,ENT,L6 IT CTX,Glutamatergic,L6
1329,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1330,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1331,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1332,M,VIS,L6 CT CTX,Glutamatergic,L6
1333,F,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1334,M,VIS,L6 CT CTX,Glutamatergic,L6
1335,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1336,M,ENT,L2/3 IT RHP,Glutamatergic,L2/3
1337,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1338,M,ENT,L6 IT CTX,Glutamatergic,L6
1339,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1340,M,VIS,Vip,GABAergic,other
1341,F,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1342,M,ENT,L6b/CT ENT,Glutamatergic,L6
1343,M,VIS,L6 IT CTX,Glutamatergic,L6
1344,M,VIS,L5 PT CTX,Glutamatergic,L5
1345,M,VIS,L5/6 NP CTX,Glutamatergic,L5/6
1346,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1347,F,ENT,L3 IT ENT,Glutamatergic,L3
1348,F,VIS,L5 IT CTX,Glutamatergic,L5
1349,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1350,M,RSP,L2/3 IT CTX,Glutamatergic,L2/3
1351,M,RSP,L6 CT CTX,Glutamatergic,L6
1352,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1353,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1354,M,RSP,L5 PT CTX,Glutamatergic,L5
1355,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1356,M,VIS,L5/6 NP CTX,Glutamatergic,L5/6
1357,M,VIS,L6 IT CTX,Glutamatergic,L6
1358,M,VIS,L6 IT CTX,Glutamatergic,L6
1359,M,VIS,L6 CT CTX,Glutamatergic,L6
1360,M,RSP,L4/5 IT CTX,Glutamatergic,L4/5
1361,M,VIS,L6 IT CTX,Glutamatergic,L6
1362,F,VIS,L5 IT CTX,Glutamatergic,L5
1363,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1364,M,ENT,L2 IT ENTl,Glutamatergic,L2
1365,F,ENT,L3 IT ENT,Glutamatergic,L3
1366,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1367,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1368,M,VIS,L5/6 NP CTX,Glutamatergic,L5/6
1369,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1370,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1371,M,ENT,L6b/CT ENT,Glutamatergic,L6
1372,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1373,M,ENT,Sst,GABAergic,other
1374,F,ENT,L6b/CT ENT,Glutamatergic,L6
1375,F,ENT,L3 IT ENT,Glutamatergic,L3
1376,M,VIS,L6 IT CTX,Glutamatergic,L6
1377,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1378,M,VIS,L6 CT CTX,Glutamatergic,L6
1379,F,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1380,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1381,M,VIS,L6 CT CTX,Glutamatergic,L6
1382,M,RSP,L5/6 NP CTX,Glutamatergic,L5/6
1383,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1384,M,RSP,L5 IT CTX,Glutamatergic,L5
1385,F,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1386,F,RSP,L4/5 IT CTX,Glutamatergic,L4/5
1387,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1388,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1389,M,VIS,L6 CT CTX,Glutamatergic,L6
1390,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1391,F,ENT,L2/3 IT ENTl,Glutamatergic,L2/3
1392,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1393,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1394,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1395,M,VIS,L5/6 NP CTX,Glutamatergic,L5/6
1396,M,VIS,L6 CT CTX,Glutamatergic,L6
1397,F,RSP,L4/5 IT CTX,Glutamatergic,L4/5
1398,M,VIS,L5 IT CTX,Glutamatergic,L5
1399,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1400,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1401,M,VIS,Pvalb,GABAergic,other
1402,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1403,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1404,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1405,M,RSP,L2/3 IT CTX,Glutamatergic,L2/3
1406,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1407,M,VIS,Sst,GABAergic,other
1408,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1409,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
1410,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1411,F,RSP,L2/3 IT PPP,Glutamatergic,L2/3
1412,M,VIS,L5/6 NP CTX,Glutamatergic,L5/6
1413,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1414,F,ENT,L2 IT ENTl,Glutamatergic,L2
1415,M,VIS,L5/6 NP CTX,Glutamatergic,L5/6
1416,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1417,F,ENT,L3 IT ENT,Glutamatergic,L3
1418,F,VIS,Pvalb,GABAergic,other
1419,M,ENT,L6b/CT ENT,Glutamatergic,L6
1420,F,ENT,Pvalb,GABAergic,other
1421,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
1422,M,ENT,Sncg,GABAergic,other
